siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
006710461,00036,00671046100036,O,1995-09-01,,,,2009-10-09T20:00:46,false,2,,30,,RUE,LESUEUR,80100,ABBEVILLE,,BP B3,80001,,,,,,,,,,,,,,,,,,,2009-08-31,F,,,,,94.11Z,NAFRev2,N
006710495,00018,00671049500018,O,,,,,2019-11-14T14:01:00,true,1,,,,,,80580,BRAY-LES-MAREUIL,,,80135,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N
006710511,00012,00671051100012,O,1900-01-01,NN,,,2011-04-28T00:10:25,false,3,,2,,RUE,DE LA REPUBLIQUE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,67.2Z,NAF1993,O
006710511,00020,00671051100020,O,2009-01-01,,,,2010-11-25T08:36:29,true,1,,,,,LA TUILERIE,76260,LONGROY,,,76394,,,,,,,,,,,,,,,,,,,2009-01-01,A,,,,,01.43Z,NAFRev2,N
006710537,00017,00671053700017,O,1967-01-01,NN,,,2020-11-24T07:54:45,false,4,,1,,RUE,GROGNET GOURLAIN,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1999-09-30,F,,,,,45.4J,NAF1993,N
006710537,00025,00671053700025,O,2013-02-25,,,,2020-11-24T07:54:45,true,1,,3,,RUE,DE LA RIVIERETTE,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,2013-02-25,A,,,,,68.20A,NAFRev2,N
006710552,00024,00671055200024,O,1988-12-13,NN,,,2019-11-14T14:01:00,true,1,,1,,RUE,GENERAL SARRAIL,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,45.3C,NAF1993,O
006710578,00011,00671057800011,O,,NN,,,2019-11-14T14:01:00,true,1,,,,RUE,DU RAQUET,80140,CERISY-BULEUX,,,80183,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,55.71,NAP,N
006710610,00012,00671061000012,O,,NN,,,,true,1,,25,,RUE,DU MOULIN,80120,RUE,,,80688,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
006710628,00014,00671062800014,O,,,,,,true,1,,,,CHS,MARCADE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
006710644,00011,00671064400011,O,1967-01-01,NN,,,2019-11-14T14:01:00,true,1,,,,,,80140,GREBAULT-MESNIL,,,80388,,,,,,,,,,,,,,,,,,,2000-09-30,F,,,,,55.4B,NAF1993,N
006710677,00011,00671067700011,O,1967-01-01,NN,,,,true,1,,42,,CHS,MARCADE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1998-05-19,F,,,,,45.3E,NAF1993,O
006710693,00018,00671069300018,O,,,,,,true,1,,5,,RUE,DE LA REPUBLIQUE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,,F,,,,,55.70,NAP,N
006710701,00019,00671070100019,O,,NN,,,2019-11-14T14:01:00,true,1,,,,RTE,,80220,BOUVAINCOURT-SUR-BRESLE,,,80127,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.2C,NAF1993,N
006710727,00022,00671072700022,O,1900-01-01,NN,,,2008-11-07T00:16:03,true,4,,,,AV,DU GENERAL LECLERC,80270,AIRAINES,,,80013,,,,,,,,,,,,,,,,,,,2005-09-14,F,,,,,15.8C,NAFRev1,O
006710750,00016,00671075000016,O,,NN,,,,true,1,,,,RUE,DE VERDUN,80490,HALLENCOURT,,,80406,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N
006710784,00015,00671078400015,O,,,,,,true,1,,32,,RUE,SAINT VULFRAN,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,38.50,NAP,N
006710800,00019,00671080000019,O,,,,,,true,1,,132,,RTE,NATIONALE,80860,NOUVION,,,80598,,,,,,,,,,,,,,,,,,,1988-05-31,F,,,,,67.01,NAP,N
006710859,00023,00671085900023,O,,NN,,,,true,1,,18,,RUE,D'EN HAUT,80140,DOUDELAINVILLE,,,80251,,,,,,,,,,,,,,,,,,,1992-12-31,F,,,,,52.2C,NAF1993,N
006710875,00045,00671087500045,O,1985-01-01,NN,,,2008-01-04T17:54:22,true,3,,,,,,80140,VISMES,,,80809,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,01.11Z,NAFRev2,N
006710909,00026,00671090900026,O,1900-01-01,NN,,,2009-08-04T03:48:36,true,4,,,,RUE,DU PDT ROBERT SCHUMAN,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2009-05-12,F,,,,,68.20B,NAFRev2,N
006710917,00011,00671091700011,O,1967-01-01,NN,,,,true,4,,,,,,80210,CHEPY,,,80190,,,,,,,,,,,,,,,,,,,2003-09-30,F,,,,,52.6D,NAFRev1,N
006710933,00018,00671093300018,O,,NN,,,2019-11-14T14:01:00,true,1,,65,,RUE,ALFRED BERQUIN,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,1994-09-09,F,,,,,55.4A,NAF1993,N
006710974,00012,00671097400012,O,,NN,,,,true,1,,32,,RUE,PRINCIPALE,80220,MAISNIERES,,,80500,,,,,,,,,,,,,,,,,,,1990-03-31,F,,,,,67.05,NAP,N
006710982,00015,00671098200015,O,,,,,2019-11-14T14:01:00,true,1,,,,,,80690,AILLY-LE-HAUT-CLOCHER,,,80009,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.41,NAP,N
006711006,00038,00671100600038,O,,NN,,,,true,1,,,,RUE,DU MARAIS,80150,MACHIEL,,,80496,,,,,,,,,,,,,,,,,,,,F,,,,,55.73,NAP,N
006711014,00016,00671101400016,O,1967-01-01,,,,2008-12-06T05:01:08,true,4,,,,PL,GEN LECLERC,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,74.20Z,NAFRev2,N
006711030,00012,00671103000012,O,,NN,,,2019-11-14T14:01:00,true,1,,,,RUE,NEUVE,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,,F,,,,,80.06,NAP,N
006711048,00014,00671104800014,O,,,,,,true,1,,,,,,80140,DOUDELAINVILLE,,,80251,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.24,NAP,N
006711055,00019,00671105500019,O,,,,,2019-11-14T14:01:00,true,1,,,,RUE,DE L'AUTHIE,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
006711063,00013,00671106300013,O,,,,,,true,1,,,,,,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N
006711071,00024,00671107100024,O,,NN,,,,true,1,,17,,RUE,JULES MAGNIER,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,69.23,NAP,N
006711097,00037,00671109700037,O,,NN,,,,true,1,,,,AV,DES PEUPLIERS,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,1997-02-21,F,,,,,55.71,NAP,N
006711139,00011,00671113900011,O,1963-01-01,,,,,true,1,,46,,RUE,DE LA PORTE DU PONT,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,2000-06-30,F,,,,,93.0D,NAF1993,N
006711147,00014,00671114700014,O,,,,,,true,1,,,,,,80370,CRAMONT,,,80221,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,22.02,NAP,N
006711188,00018,00671118800018,O,,NN,,,,true,1,,24,,RUE,MILLEVOYE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1991-10-23,F,,,,,79.06,NAP,N
006711196,00011,00671119600011,O,1964-01-01,NN,,,,true,1,,21,,CHS,DU BOIS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,52.2C,NAF1993,N
006711246,00014,00671124600014,O,,NN,,,,true,1,,2,,RUE,H ESTIENNE D ORVES,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1995-11-30,F,,,,,52.4R,NAF1993,N
006711352,00028,00671135200028,O,,,,,,true,1,,5,,PL,CLEMENCEAU,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,78.02,NAP,N
006711360,00013,00671136000013,O,1900-01-01,NN,,,,false,4,,4,,PL,ANATOLE GOSSELIN,80120,RUE,,,80688,,,,,,,,,,,,,,,,,,,1995-12-25,F,,,,,52.1B,NAF1993,O
006711360,00021,00671136000021,O,1990-03-15,NN,,,2009-06-27T03:06:33,true,4,,6,,PL,DU GAL LECLERC,80120,RUE,,,80688,,,,,,,,,,,,,,,,,,,2007-06-30,F,,,,,52.1B,NAFRev1,O
006711378,00015,00671137800015,O,,NN,,,,true,1,,,,HAM,MONTIGNY,80120,NAMPONT,,,80580,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,62.44,NAP,N
006711410,00016,00671141000016,O,,NN,,,2019-11-14T14:01:01,true,1,,21,,RUE,DE LA CROIX,80132,VAUCHELLES-LES-QUESNOY,,,80779,,,,,,,,,,,,,,,,,,,1987-06-29,F,,,,,67.05,NAP,N
006711428,00018,00671142800018,O,1900-01-01,NN,,,2011-04-28T00:10:25,false,3,,,,RUE,DE VILLERS,80120,VERCOURT,,,80787,,,,,,,,,,,,,,,,,,,1993-02-26,F,,,,,70.2C,NAF1993,N
006711428,00026,00671142800026,O,2010-01-01,,,,2021-02-23T10:27:49,true,1,,8,,RUE,CARON,80120,VERCOURT,,,80787,,,,,,,,,,,,,,,,,,,2010-01-01,A,,,,,01.49Z,NAFRev2,N
006711501,00038,00671150100038,O,1900-01-01,NN,,,2011-04-28T00:10:25,false,2,,60,,RUE,DE CHAMPAGNE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1980-12-25,F,,,,,56.02,NAP,N
006711501,00046,00671150100046,O,2010-02-18,,,,2015-02-06T14:21:31,true,2,,2,,RUE,DE NORMANDIE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2014-12-31,F,,,,,38.31Z,NAFRev2,N
006711543,00014,00671154300014,O,,,,,2019-11-14T14:01:00,true,1,,,,AV,DE LA GARE,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
006711550,00035,00671155000035,O,,NN,,,2019-11-14T14:01:05,true,1,,84,,RUE,DE PARIS,94220,CHARENTON-LE-PONT,,,94018,,,,,,,,,,,,,,,,,,,1995-06-30,F,,,,,52.2C,NAF1993,N
006711568,00011,00671156800011,O,,NN,,,2019-11-14T14:01:00,true,1,,44,,RUE,ROGER SALENGRO,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,1987-04-16,F,,,,,81.21,NAP,N
006711618,00022,00671161800022,O,,,,,,true,1,,6,,RUE,DES TEINTURIERS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1992-12-31,F,,,,,45.3A,NAF1993,N
006711667,00011,00671166700011,O,,,,,,true,1,,,,RUE,DE NAMPONT,80150,LIGESCOURT,,,80477,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.09,NAP,N
006711675,00014,00671167500014,O,,,,,,true,1,,53,,RUE,DE PARIS,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1987-12-23,F,,,,,55.60,NAP,N
006711758,00026,00671175800026,O,,NN,,,,true,1,,61,,CHS,DU BOIS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
006711766,00011,00671176600011,O,,NN,,,2019-11-14T14:01:01,true,1,,,,RUE,GRANDE,80510,LONGPRE-LES-CORPS-SAINTS,,,80488,,,,,,,,,,,,,,,,,,,1997-05-30,F,,,,,15.8C,NAF1993,O
006711782,00018,00671178200018,O,,,,,,true,1,,,,,,80220,BOUTTENCOURT,,,80126,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.02,NAP,N
006711790,00011,00671179000011,O,1963-01-01,NN,,,,true,3,,9,,RTE,NATIONALE,80770,BEAUCHAMPS,,,80063,,,,,,,,,,,,,,,,,,,2000-04-17,F,,,,,70.2C,NAF1993,N
006711824,00018,00671182400018,O,,,,,2019-11-14T14:01:00,true,1,,,,AV,DE LA PLAGE,80120,FORT-MAHON-PLAGE,,,80333,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.44,NAP,N
006711857,00018,00671185700018,O,,NN,,,2019-11-14T14:01:01,true,1,,,,PL,DE L EGLISE,80135,SAINT-RIQUIER,,,80716,,,,,,,,,,,,,,,,,,,,F,,,,,64.23,NAP,N
006711865,00011,00671186500011,O,,NN,,,,true,1,,5,,RUE,DE LA REPUBLIQUE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,1989-09-06,F,,,,,64.11,NAP,N
006711873,00015,00671187300015,O,1967-01-01,NN,,,2019-11-14T14:01:00,true,1,,1,,RTE,NATIONALE,80132,BUIGNY-SAINT-MACLOU,,,80149,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,70.2C,NAF1993,N
006711899,00010,00671189900010,O,,NN,,,,true,1,,37,,RUE,GRANDE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,,F,,,,,64.30,NAP,N
006711907,00029,00671190700029,O,,,,,,true,1,,45,,CHS,MARCADE,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1986-12-25,F,,,,,62.11,NAP,N
006711915,00014,00671191500014,O,,NN,,,2019-11-14T14:01:00,true,1,,,,RUE,DU GENERAL LECLERC,80150,CRECY-EN-PONTHIEU,,,80222,,,,,,,,,,,,,,,,,,,1989-12-01,F,,,,,64.11,NAP,N
006711949,00021,00671194900021,O,,,,,2019-11-14T14:00:48,true,1,,192,,RUE,DE LIANCOURT,60840,BREUIL-LE-SEC,,,60106,,,,,,,,,,,,,,,,,,,1994-03-31,F,,,,,15.8C,NAF1993,N
006711956,00018,00671195600018,O,,,,,2019-11-14T14:01:00,true,1,,,,,,80510,FONTAINE-SUR-SOMME,,,80328,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.09,NAP,N
006711964,00012,00671196400012,O,1964-01-01,NN,,,2008-01-04T17:54:22,true,3,,23,,AV,DES FRERES CAUDRON,80120,RUE,,,80688,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
006712012,00019,00671201200019,O,,NN,,,,true,1,,48,,RUE,DE LA PORTE DU PONT,80550,LE CROTOY,,,80228,,,,,,,,,,,,,,,,,,,1997-03-23,F,,,,,81.21,NAP,N
006720015,00012,00672001500012,O,,,,,,true,1,,,,RTE,DE PONCHES,80150,LIGESCOURT,,,80477,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,05.0C,NAF1993,N
006720049,00029,00672004900029,O,1990-01-05,12,2019,,2021-10-27T08:00:30,true,7,ZI DU MADRILLET,,,RUE,DE LA BOULAIE,76800,SAINT-ETIENNE-DU-ROUVRAY,,,76575,,,,,,,,,,,,,,,,,,,2016-12-31,A,,,,,70.10Z,NAFRev2,O
006720064,00028,00672006400028,O,1990-06-05,NN,,,2021-04-04T20:08:38,true,5,,19,,RUE,DES OTAGES,80000,AMIENS,,,80021,,,,,,,,,,,,,,,,,,,2008-07-03,A,,,,,70.10Z,NAFRev2,O
006720064,00036,00672006400036,O,1990-10-18,21,2019,,2021-10-27T08:00:30,false,4,ZONE INDUSTRIELLE,102,,RTE,DE DOULLENS,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,2008-01-01,A,RENAULT,,,,45.11Z,NAFRev2,O
006720064,00044,00672006400044,O,1994-07-01,02,2019,,2021-10-27T08:00:30,false,4,,2,B,RUE,CHARLES DE GAULLE,80220,GAMACHES,,,80373,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,45.11Z,NAFRev2,O
006720064,00051,00672006400051,O,1999-04-01,03,2019,,2021-10-27T08:00:30,false,3,,,,RTE,DEPARTEMENTALE 940,80120,QUEND,,,80649,,,,,,,,,,,,,,,,,,,2008-01-01,A,GARAGE DUPONT FRERES,,,,45.11Z,NAFRev2,O
006720064,00069,00672006400069,O,2007-01-05,12,2019,,2021-10-27T08:00:30,false,2,,23,,RTE,DE MERS,76260,EU,,,76255,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,45.11Z,NAFRev2,O
006720098,00018,00672009800018,O,1967-01-01,NN,,,2019-11-14T14:01:00,false,5,,11,,RUE,DE LA REPUBLIQUE,80210,FEUQUIERES-EN-VIMEU,,,80308,,,,,,,,,,,,,,,,,,,2008-09-30,F,,,,,18.13Z,NAFRev2,O
006720098,00026,00672009800026,O,2008-09-30,NN,,,2015-05-14T03:02:10,true,2,,3,,,A RUE PASTEUR,76117,INCHEVILLE,,,76374,,,,,,,,,,,,,,,,,,,2014-10-31,F,,,,,18.13Z,NAFRev2,O
006720122,00016,00672012200016,O,,,,,,true,1,,,,RUE,LESUEUR,80100,ABBEVILLE,,,80001,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,79.03,NAP,N
006720148,00060,00672014800060,O,2000-09-06,NN,,,,true,1,,,,AV,DE L ETOILE DU SUD,80440,GLISY,,,80379,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,29.2F,NAF1993,O
006720478,00012,00672047800012,O,,,,,,true,1,,,,,,80120,VRON,,,80815,,,,,,,,,,,,,,,,,,,1988-12-25,F,,,,,39.01,NAP,N
006740013,00013,00674001300013,O,,NN,,,,true,1,,,,,LES ARCHES,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,,F,,,,,60.10,NAP,N
006740021,00016,00674002100016,O,,,,,2019-11-14T14:00:14,true,1,,,,,PRA LOUP,04400,UVERNET-FOURS,,,04226,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
006740062,00010,00674006200010,O,,,,,,true,1,,,,RUE,SAINT VICTOR,04120,CASTELLANE,,,04039,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
006740088,00023,00674008800023,O,1900-01-01,NN,,,,false,4,,,,RUE,DU MARCHE,04500,RIEZ,,,04166,,,,,,,,,,,,,,,,,,,1998-10-27,F,,,,,70.2C,NAF1993,N
006740088,00031,00674008800031,O,1990-07-04,NN,,,2013-02-02T12:11:25,true,4,,,,QUAI,SANSON,04500,RIEZ,,,04166,,,,,,,,,,,,,,,,,,,2012-12-25,F,,,,,56.10A,NAFRev2,N
006740096,00018,00674009600018,O,,NN,,,,true,1,,13,,AV,DES ARCADES,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,1996-11-30,F,,,,,51.3A,NAF1993,N
006740146,00011,00674014600011,O,,,,,,true,1,,,,,,04510,MIRABEAU,,,04122,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
006740179,00012,00674017900012,O,,,,,2019-11-14T14:00:14,true,1,,,,,,04510,LE CHAFFAUT-SAINT-JURSON,,,04046,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
006740203,00010,00674020300010,O,,NN,,,,true,1,,,,,,04260,ALLOS,,,04006,,,,,,,,,,,,,,,,,,,,F,,,,,79.06,NAP,N
006740237,00018,00674023700018,O,,,,,,true,1,,,,RUE,DES EPINETTES,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
006740260,00010,00674026000010,O,,,,,,true,1,,,,LD,LE SAUZE,04400,ENCHASTRAYES,,,04073,,,,,,,,,,,,,,,,,,,1992-03-21,F,,,,,55.1A,NAF1993,N
006740278,00012,00674027800012,O,1963-01-01,NN,,2370ZZ,2015-03-24T04:01:14,true,7,,,,RUE,BASSE,04240,ANNOT,,,04008,,,,,,,,,,,,,,,,,,,2014-12-31,F,,,,,23.70Z,NAFRev2,N
006740294,00027,00674029400027,O,1991-12-31,NN,,,2019-11-14T14:00:14,true,3,,,,,,04530,LA CONDAMINE-CHATELARD,,,04062,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,01.11Z,NAFRev2,N
006740302,00010,00674030200010,O,,NN,,,2019-11-14T14:00:14,true,1,,,,,,04340,LE LAUZET-UBAYE,,,04102,,,,,,,,,,,,,,,,,,,,F,,,,,64.48,NAP,N
006740328,00015,00674032800015,O,1967-01-01,NN,,,,true,1,,,,RUE,BASSE,04240,ANNOT,,,04008,,,,,,,,,,,,,,,,,,,1998-07-01,F,,,,,52.2C,NAF1993,O
006740344,00012,00674034400012,O,1967-01-01,NN,,,2019-11-14T14:00:14,true,7,,1,,RUE,EMILE BOYOUD,04600,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,2015-12-31,F,,,,,47.71Z,NAFRev2,N
006740369,00019,00674036900019,O,1986-10-01,NN,,,2019-11-26T09:39:56,true,5,,,,,GRANDE RUE,04140,SEYNE,,,04205,,,,,,,,,,,,,,,,,,,1999-12-31,F,,,,,55.4B,NAF1993,N
006740377,00012,00674037700012,O,,,,,,true,1,,,,RUE,DE LA PLACE,04140,SEYNE,,,04205,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
006740401,00010,00674040100010,O,,NN,,,,true,1,,,,RUE,NEUVE,04140,SEYNE,,,04205,,,,,,,,,,,,,,,,,,,1987-05-01,F,,,,,64.11,NAP,N
006740419,00012,00674041900012,O,,,,,2019-11-14T14:00:14,true,1,,,,,,04250,LA MOTTE-DU-CAIRE,,,04134,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.46,NAP,N
006740427,00015,00674042700015,O,,NN,,,2019-11-14T14:00:14,true,1,,,,,,04340,LE LAUZET-UBAYE,,,04102,,,,,,,,,,,,,,,,,,,1997-09-30,F,,,,,52.1B,NAF1993,N
006740450,00025,00674045000025,O,,NN,,,,true,1,,,,,,04260,ALLOS,,,04006,,,,,,,,,,,,,,,,,,,,F,,,,,62.46,NAP,N
006740468,00019,00674046800019,O,1900-01-01,NN,,,,true,3,,,,RUE,R BOUSCARY,04370,BEAUVEZER,,,04025,,,,,,,,,,,,,,,,,,,1993-03-03,F,,,,,52.1B,NAF1993,N
006740492,00019,00674049200019,O,,,,,2019-11-14T14:00:14,true,1,,,,,,04800,GREOUX-LES-BAINS,,,04094,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
006740500,00019,00674050000019,O,1967-01-01,NN,,,2019-11-14T14:00:14,true,4,,,,RUE,DE L'EGLISE,04360,MOUSTIERS-SAINTE-MARIE,,,04135,,,,,,,,,,,,,,,,,,,2010-12-25,F,,,,,68.20B,NAFRev2,N
006740542,00011,00674054200011,O,,NN,,,2019-11-14T14:00:14,true,1,,,,QUAI,VILLE,04360,MOUSTIERS-SAINTE-MARIE,,,04135,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,52.4Z,NAF1993,O
006740567,00018,00674056700018,O,,NN,,,,true,1,,,,RTE,DE MARSEILLE,04700,ORAISON,,,04143,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
006740716,00011,00674071600011,O,,,,,,true,1,,,,QUAI,GOUGE,04170,MORIEZ,,,04133,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
006740757,00015,00674075700015,O,,,,,,true,1,,23,,RUE,JULES BERAUD,04400,BARCELONNETTE,,,04019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.72,NAP,N
006740765,00018,00674076500018,O,,,,,,true,1,,,,RUE,DE PROVENCE,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
006740781,00015,00674078100015,O,,NN,,,,true,1,,1,,RUE,DE L HUBAC,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,,F,,,,,79.06,NAP,N
006740831,00026,00674083100026,O,,,,,,true,1,,7,,RUE,ANDRE LAGIER,04190,LES MEES,,,04116,,,,,,,,,,,,,,,,,,,1991-12-31,F,,,,,38.40,NAP,N
006740849,00010,00674084900010,O,,NN,,,2019-11-14T14:00:14,true,1,,,,AV,DES ALPES,04800,GREOUX-LES-BAINS,,,04094,,,,,,,,,,,,,,,,,,,1996-01-01,F,,,,,52.5Z,NAF1993,N
006740872,00012,00674087200012,O,,,,,2019-11-14T14:00:14,true,1,,,,ALL,DES ERABLES,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,1995-09-30,F,,,,,45.4J,NAF1993,N
006740898,00017,00674089800017,O,,,,,,true,1,,,,RUE,DE PROVENCE,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N
006740906,00018,00674090600018,O,,NN,,,,true,1,,17,,RUE,E DONADIEU,04400,BARCELONNETTE,,,04019,,,,,,,,,,,,,,,,,,,,F,,,,,62.41,NAP,N
006740922,00015,00674092200015,O,,NN,,,,true,1,,,,,,04120,PEYROULES,,,04148,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,62.11,NAP,N
006740971,00012,00674097100012,O,1963-01-01,,,,2019-11-14T14:00:14,true,1,,,,RUE,GRANDE,04800,GREOUX-LES-BAINS,,,04094,,,,,,,,,,,,,,,,,,,2001-12-02,F,,,,,52.2C,NAF1993,N
006740997,00025,00674099700025,O,1993-01-01,NN,,,,true,3,12,,,CHE,DES ALPAGES,04400,BARCELONNETTE,,,04019,,,,,,,,,,,,,,,,,,,2003-03-10,F,,,,,70.2A,NAFRev1,N
006741003,00013,00674100300013,O,1967-01-01,NN,,,,true,1,,,,LD,POMPIERY,04140,SEYNE,,,04205,,,,,,,,,,,,,,,,,,,1992-09-23,F,,,,,01.4A,NAF1993,N
006741011,00016,00674101100016,O,1967-01-01,NN,,,,true,4,,1,,CHE,DES BAUMELLES,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.2C,NAF1993,N
006741029,00018,00674102900018,O,,NN,,,,true,1,,,,,,04380,THOARD,,,04217,,,,,,,,,,,,,,,,,,,1992-10-15,F,,,,,50.5Z,NAF1993,N
006741052,00010,00674105200010,O,,,,,,true,1,,,,RUE,DES COMBES,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
