039132204,00015,03913220400015,O,1997-12-25,01,2019,,2021-10-27T08:02:05,true,2,,61,,RUE,MANIN,75019,PARIS 19,,,75119,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132212,00018,03913221200018,O,1995-12-25,NN,,,2016-04-26T01:05:42,true,2,,14,,RUE,FAUVET,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132220,00011,03913222000011,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,,1,,RUE,JOUFFROY D'ABBANS,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132238,00013,03913223800013,O,1995-12-25,NN,,,2009-06-27T03:09:29,true,3,RIS REP PAR,32,,RUE,DE L ARCADE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-07-15,A,,,,,81.10Z,NAFRev2,N
039132261,00015,03913226100015,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,,131,,RUE,LAMARCK,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132279,00017,03913227900017,O,1995-12-25,NN,,,2011-04-23T04:03:36,true,3,,5,,RUE,FEUTRIER,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,2009-05-17,A,,,,,81.10Z,NAFRev2,N
039132287,00010,03913228700010,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,P PAR,64,,RUE,DU RANELAGH,75016,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132295,00013,03913229500013,O,1995-12-25,NN,,,2009-06-27T03:09:29,true,3,RIS REP MR MALIN DID,53,,RUE,GANNERON,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039132303,00015,03913230300015,O,1997-12-25,01,2019,,2021-10-27T08:02:05,true,2,,24,,RUE,NUNGESSER ET COLI,75016,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132311,00018,03913231100018,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,,11,,SQ,HENRY PATE,75016,PARIS 16,,,75116,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132352,00012,03913235200012,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,3,18 20,18,,RUE,DE THORIGNY,75003,PARIS 3,,,75103,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132394,00014,03913239400014,O,1995-12-25,NN,,,2015-05-14T03:04:57,true,3,P PAR,168,,RUE,DE LA CONVENTION,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2013-12-31,A,,,,,81.10Z,NAFRev2,N
039132410,00018,03913241000018,O,1995-12-25,NN,,,2013-07-15T17:04:16,true,3,,20,,RUE,DU DRAGON,75006,PARIS 6,,,75106,,,,,,,,,,,,,,,,,,,2011-12-31,A,,,,,81.10Z,NAFRev2,N
039132428,00010,03913242800010,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,R HELLIER DU VERNEUI,47,,RUE,DES MATHURINS,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132444,00017,03913244400017,O,1997-12-25,NN,,,2008-01-04T18:00:17,true,3,,21,,RUE,CHEVERT,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039132451,00012,03913245100012,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,,16,,AV,DE LA BOURDONNAIS,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132469,00014,03913246900014,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,,75,,RUE,DE LILLE,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132477,00017,03913247700017,O,1995-12-25,NN,,,,true,3,,78,,AV,DE SUFFREN,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,1997-03-25,F,,,,,70.3C,NAF1993,O
039132493,00014,03913249300014,O,1995-12-25,NN,,,2008-01-04T18:00:17,true,2,ARLES,47,,RUE,DES MATHURINS,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039132501,00014,03913250100014,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,INE 75007 PARIS REP,47,,RUE,DES MATHURINS,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132519,00016,03913251900016,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,75005 PARIS REP PAR,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132527,00019,03913252700019,O,1995-12-25,NN,,,2019-11-14T14:01:05,true,2,,6,,RUE,MAX BLONDAT,92100,BOULOGNE-BILLANCOURT,,,92012,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132535,00012,03913253500012,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,,1,,BD,DE COURCELLES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132543,00016,03913254300016,O,1995-12-25,NN,,,2008-01-04T18:00:17,true,2,RTH,67,,BD,DE COURCELLES,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039132550,00011,03913255000011,O,1995-12-25,NN,,,2014-06-13T23:05:19,true,3,LE 75010 PARIS REP P,69,,RUE,D HAUTEVILLE,75010,PARIS 10,,,75110,,,,,,,,,,,,,,,,,,,2012-03-31,A,,,,,81.10Z,NAFRev2,N
039132568,00013,03913256800013,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,,5,,RUE,DES MONTIBOEUFS,75020,PARIS 20,,,75120,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132576,00016,03913257600016,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,,8,,RUE,DE L ARRIVEE,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132584,00010,03913258400010,O,1995-12-25,NN,,,2010-04-18T03:03:07,true,3,NE MR THOMAS MICHEL,26,,RUE,DES CORDELIERES,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,81.10Z,NAFRev2,O
039132592,00013,03913259200013,O,1995-12-25,NN,,,2008-01-04T18:00:17,true,2,ARIS REP PAR SARL A,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039132600,00014,03913260000014,O,,,,,2019-11-14T14:00:59,true,1,,64,,RUE,DU MARECHAL FOCH,78600,MAISONS-LAFFITTE,,,78358,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
039132618,00016,03913261800016,O,1995-12-25,NN,,,2008-01-04T18:00:17,true,2,,7,,RUE,DE CHARONNE,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039132626,00019,03913262600019,O,1995-12-25,NN,,,2016-04-26T01:05:42,true,2,,96,,AV,PARMENTIER,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132634,00013,03913263400013,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,11 PARIS REP PAR SAR,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132642,00016,03913264200016,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,,50,,RUE,DE MONTREUIL,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132659,00010,03913265900010,O,,,,,,true,1,,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
039132667,00013,03913266700013,O,1995-12-25,01,2019,,2021-10-27T08:02:05,true,2,ARIS REP PAR SARL A,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132675,00016,03913267500016,O,1995-12-25,NN,,,2008-01-04T18:00:17,true,2,,2,,PAS,HENNEL,75012,PARIS 12,,,75112,,,,,,142,,RUE,DE CHARENTON,75012,PARIS 12,,,75112,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039132683,00010,03913268300010,O,1997-12-25,NN,,,2014-06-13T23:05:19,true,5,,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132691,00013,03913269100013,O,1995-12-25,NN,,,2014-06-13T23:05:19,true,3,P PAR SARL A MORHANG,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2012-12-31,A,,,,,81.10Z,NAFRev2,N
039132709,00013,03913270900013,O,1995-12-25,NN,,,2019-06-24T13:05:38,true,3,EP PAR SARL A MORHAN,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2017-12-31,A,,,,,81.10Z,NAFRev2,N
039132717,00016,03913271700016,O,,,,,,true,1,,18,,RUE,CROZATIER,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
039132725,00019,03913272500019,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,12 PARIS REP PAR SAR,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132733,00013,03913273300013,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,P PAR SARL A MORHANG,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132741,00016,03913274100016,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,51,,RUE,GERARD,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132758,00010,03913275800010,O,1995-12-25,NN,,,2008-01-04T18:00:17,true,2,ARIS REP PAR SARL A,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039132766,00013,03913276600013,O,1995-12-25,,,,2008-01-04T18:00:17,true,2,MME GERMAIN CHARLOTT,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039132774,00017,03913277400017,O,,,,,,true,1,,3,,RUE,JOUFFROY D'ABBANS,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
039132790,00013,03913279000013,O,1995-12-25,00,2019,,2021-10-27T08:02:06,true,2,,23,,RUE,CLAUDE POUILLET,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132808,00013,03913280800013,O,1995-12-25,NN,,,2016-04-26T01:05:42,true,2,RIS REP PAR SARL A,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132816,00016,03913281600016,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,13,,RUE,BROCHANT,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132824,00010,03913282400010,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,BAT B,64,,RUE,DE SAUSSURE,75017,PARIS 17,,,75117,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132857,00010,03913285700010,O,1995-12-25,NN,,,2008-01-04T18:00:17,true,2,RIS REP PAR,14,,RUE,DE LIEGE,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039132865,00013,03913286500013,O,1995-12-25,NN,,,2009-06-27T03:09:29,true,3,PARIS REP PAR SARL A,18,,RUE,ABEL,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039132873,00017,03913287300017,O,1997-12-25,NN,,,2019-06-24T13:05:38,true,3,,14,,RUE,DE L'ABBAYE,75006,PARIS 6,,,75106,,,,,,,,,,,,,,,,,,,2018-01-01,A,,,,,81.10Z,NAFRev2,N
039132881,00010,03913288100010,O,1995-12-25,,,,2008-01-04T18:00:17,true,2,,14,,RUE,DE L'ABBAYE,75006,PARIS 6,,,75106,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039132899,00012,03913289900012,O,1995-12-25,NN,,,2011-04-23T04:03:36,true,3,RIS REP PAR,25,,RUE,DE FECAMP,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132907,00013,03913290700013,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,78,,BD,DIDEROT,75012,PARIS 12,,,75112,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132931,00013,03913293100013,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,132,,AV,GAMBETTA,75020,PARIS 20,,,75120,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132949,00015,03913294900015,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,294,,BD,VOLTAIRE,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132956,00010,03913295600010,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,19,,RUE,DE LA SOURDIERE,75001,PARIS 1,,,75101,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132964,00014,03913296400014,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,21,,RUE,DE LA SOURDIERE,75001,PARIS 1,,,75101,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039132972,00017,03913297200017,O,1995-12-25,NN,,,2008-01-04T18:00:17,true,2,E 75001 PARIS REP PA,13,,RUE,MOLIERE,75001,PARIS 1,,,75101,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039132980,00010,03913298000010,O,,,,,,true,1,,116,,RUE,MONTMARTRE,75002,PARIS 2,,,75102,,,,,,,,,,,,,,,,,,,1997-12-25,F,,,,,70.3C,NAF1993,N
039132998,00012,03913299800012,O,1995-12-25,NN,,,2017-05-04T01:04:16,true,2,,14,,RUE,D ANTIN,75002,PARIS 2,,,75102,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133004,00018,03913300400018,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,83,,RUE,D ASSAS,75006,PARIS 6,,,75106,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133012,00011,03913301200011,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,ARIS REP PAR,2,,RUE,DE BAZEILLES,75005,PARIS 5,,,75105,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133020,00014,03913302000014,O,1995-12-25,NN,,,2015-05-14T03:04:57,true,2,RIS REP PAR,28,,RUE,DE LA CLEF,75005,PARIS 5,,,75105,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133046,00019,03913304600019,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,P PAR SA COUSIN,28,,RUE,DE LA CLEF,75005,PARIS 5,,,75105,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133053,00015,03913305300015,O,1995-12-25,NN,,,2012-05-05T00:10:57,true,2,REP MR STEIN GERALD,40,,AV,PARMENTIER,75011,PARIS 11,,,75111,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133061,00018,03913306100018,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,1,,CITE,CHAPTAL,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133079,00010,03913307900010,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,3,,4,,RUE,CHAPTAL,75009,PARIS 9,,,75109,,,,,,,,,,,,,,,,,,,2020-12-01,A,SYND.COPR.4 RUE CHAPTAL PARIS 9 REP PAR,,,,81.10Z,NAFRev2,O
039133095,00016,03913309500016,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,Y DOMINIQUE,26,,RUE,DES CORDELIERES,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133103,00018,03913310300018,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,PAR SA CABINET COUSI,28,,RUE,DE LA CLEF,75005,PARIS 5,,,75105,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133111,00011,03913311100011,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,34,,BD,ARAGO,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133129,00013,03913312900013,O,1995-12-25,NN,,,2017-05-04T01:04:16,true,3,,21,,RUE,DE LA GLACIERE,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,2015-07-28,A,,,,,81.10Z,NAFRev2,N
039133137,00016,03913313700016,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,4,,RUE,DU DOCTEUR LERAY,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133145,00019,03913314500019,O,1995-12-25,NN,,,2013-05-18T02:03:40,true,2,P PAR SA CABINET COU,28,,RUE,DE LA CLEF,75005,PARIS 5,,,75105,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133152,00015,03913315200015,O,1995-12-25,NN,,,2018-09-29T12:01:03,true,3,,34,,RUE,BOUSSINGAULT,75013,PARIS 13,,,75113,,,,,,,,,,,,,,,,,,,2016-11-30,A,,,,,81.10Z,NAFRev2,N
039133160,00018,03913316000018,O,1997-12-25,,,,2008-01-04T18:00:17,true,2,R SA CABINET COUSIN,28,,RUE,DE LA CLEF,75005,PARIS 5,,,75105,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039133178,00010,03913317800010,O,1995-12-25,NN,,,2008-01-04T18:00:17,true,3,RIS REP PAR SARL COG,36,,RUE,GASSENDI,75014,PARIS 14,,,75114,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133186,00013,03913318600013,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,34,,RUE,DE VOUILLE,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133194,00017,03913319400017,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,307,,RUE,DE VAUGIRARD,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133202,00018,03913320200018,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,10,,RUE,ARMAND MOISANT,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133210,00011,03913321000011,O,1995-12-25,NN,,,2008-04-26T08:07:41,true,3,SA CABINET COUSIN,28,,RUE,DE LA CLEF,75005,PARIS 5,,,75105,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039133228,00013,03913322800013,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,176,,RUE,DE RIVOLI,75001,PARIS 1,,,75101,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133236,00016,03913323600016,O,1995-12-25,NN,,,2008-01-04T18:00:17,true,3,,123,,RUE,ORDENER,75018,PARIS 18,,,75118,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,N
039133244,00010,03913324400010,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,PAR SA CABINET COUSI,28,,RUE,DE LA CLEF,75005,PARIS 5,,,75105,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133251,00015,03913325100015,O,1995-12-25,NN,,,2016-04-26T01:05:42,true,3,268 A 270,268,,RUE,LECOURBE,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133269,00017,03913326900017,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,RIS REP PAR SA ANDRE,7,,RUE,FEROU,75006,PARIS 6,,,75106,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133285,00013,03913328500013,O,1995-12-25,NN,,,2018-09-29T12:01:03,true,2,07 PARIS REP PAR SA,7,,RUE,FEROU,75006,PARIS 6,,,75106,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133293,00017,03913329300017,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,07 PARIS REP PAR SA,7,,RUE,FEROU,75006,PARIS 6,,,75106,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133301,00018,03913330100018,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,42,,RUE,DU BAC,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133335,00016,03913333500016,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,67,,QUAI,D ORSAY,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133343,00010,03913334300010,O,1995-12-25,NN,,,2011-04-23T04:03:36,true,3,RIS REP PAR,22,,RUE,VIOLET,75015,PARIS 15,,,75115,,,,,,,,,,,,,,,,,,,2009-06-30,A,,,,,81.10Z,NAFRev2,N
039133350,00015,03913335000015,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,187,,RUE,DE GRENELLE,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133368,00017,03913336800017,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,23,,RUE,DE LILLE,75007,PARIS 7,,,75107,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133384,00014,03913338400014,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,PARIS REP PAR SA AND,7,,RUE,FEROU,75006,PARIS 6,,,75106,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
039133392,00017,03913339200017,O,1995-12-25,NN,,,2019-06-24T13:05:39,true,3,,416,,RUE,SAINT HONORE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2018-02-28,A,,,,,81.10Z,NAFRev2,N
039133400,00018,03913340000018,O,1995-12-25,01,2019,,2021-10-27T08:02:06,true,2,,2,,RUE,DE LA BIENFAISANCE,75008,PARIS 8,,,75108,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,81.10Z,NAFRev2,O
