076810662,00015,07681066200015,O,,NN,,,2019-11-14T14:00:56,true,1,,,,AV,DES CLAPEYS,73300,SAINT-JEAN-DE-MAURIENNE,,,73248,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,86.11,NAP,N
076810670,00018,07681067000018,O,,NN,,,2019-11-14T14:00:56,true,1,,,,AV,DES CLAPEYS,73300,SAINT-JEAN-DE-MAURIENNE,,,73248,,,,,,,,,,,,,,,,,,,,F,,,,,86.11,NAP,N
076810688,00010,07681068800010,O,,,,,2019-11-14T14:00:56,true,1,,,,,LA TOUSSUIRE,73300,FONTCOUVERTE-LA-TOUSSUIRE,,,73116,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
076810696,00013,07681069600013,O,,NN,,,,true,1,,,,,LA GRANDE SAUCETTE,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,,F,,,,,65.02,NAP,N
076810712,00018,07681071200018,O,,NN,,,,true,1,,,,,LA GRANDE SAUCETTE,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,,F,,,,,65.02,NAP,N
076810720,00011,07681072000011,O,,,,,,true,1,,,,,,73210,BELLENTRE,,,73038,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
076810761,00015,07681076100015,O,1900-01-01,NN,,,2019-11-14T14:00:56,false,4,,,,,,73710,PRALOGNAN-LA-VANOISE,,,73206,,,,,,,,,,,,,,,,,,,1992-12-25,F,SDF ROLLAND LIONEL ET GILBERT,,,,52.4W,NAF1993,N
076810761,00023,07681076100023,O,1992-11-01,NN,,,2019-11-14T14:00:56,true,4,,,,RUE,DU RAFFORT,73710,PRALOGNAN-LA-VANOISE,,,73206,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
076810779,00017,07681077900017,O,,NN,,,2019-11-14T14:00:56,true,1,,,,AV,DE CHASSE FORET,73710,PRALOGNAN-LA-VANOISE,,,73206,,,,,,,,,,,,,,,,,,,1993-12-31,F,,,,,60.2E,NAF1993,N
076810837,00013,07681083700013,O,1968-01-01,NN,,,2019-11-14T14:00:56,false,4,,,,,LES MARTINETTES,73790,TOURS-EN-SAVOIE,,,73298,,,,,,,,,,,,,,,,,,,2002-01-21,F,,,,,70.2C,NAF1993,N
076810837,00039,07681083700039,O,1968-01-01,,,,2006-10-26T23:37:49,true,3,LA VIAZ,,,,LES MENUIRES,73440,LES BELLEVILLE,,,73257,,,,,,,,,,,,,,,,,,,2005-01-01,F,,,,,70.2C,NAFRev1,N
076810936,00013,07681093600013,O,1968-01-01,NN,,,,true,1,,,,HAM,DE ST MARCEL,73440,LES BELLEVILLE,,,73257,,,,,,,,,,,,,,,,,,,2002-02-01,F,,,,,70.2C,NAF1993,N
076810969,00014,07681096900014,O,,,,,,true,1,,,,,,73150,VAL D'ISERE,,,73304,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.12,NAP,N
076810977,00017,07681097700017,O,,NN,,,,true,1,,18,,RUE,GRANDE RUE,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,81.21,NAP,N
076810985,00010,07681098500010,O,,NN,,,,true,1,,,,LD,LE LAC,73320,TIGNES,,,73296,,,,,,,,,,,,,,,,,,,1988-10-30,F,,,,,81.21,NAP,N
076811017,00037,07681101700037,O,,NN,,,2019-11-14T14:00:56,true,1,,,,,LA TOUSSUIRE,73300,FONTCOUVERTE-LA-TOUSSUIRE,,,73116,,,,,,,,,,,,,,,,,,,1988-04-30,F,,,,,55.4B,NAF1993,N
076811033,00018,07681103300018,O,,NN,,,2019-11-14T14:00:56,true,1,,20,,CHE,DE LA ROCHE,73140,SAINT-MICHEL-DE-MAURIENNE,,,73261,,,,,,,,,,,,,,,,,,,,F,,,,,57.03,NAP,N
076811058,00015,07681105800015,O,,,,,2019-11-14T14:00:56,true,1,,65,,RUE,GL FERRIE,73140,SAINT-MICHEL-DE-MAURIENNE,,,73261,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,57.08,NAP,N
076811082,00015,07681108200015,O,1965-01-01,NN,,,2015-08-28T03:32:48,true,4,,45,,AV,DU GENERAL DE GAULLE,73200,ALBERTVILLE,,,73011,,,,,,,,,,,,,,,,,,,2014-08-31,F,,,,,68.20B,NAFRev2,N
076811090,00018,07681109000018,O,,,,,,true,1,,,,,,73130,SAINT FRANCOIS LONGCHAMP,,,73235,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
076811124,00015,07681112400015,O,1900-01-01,NN,,,2019-01-14T13:59:28,false,3,,,,LD,TARENTAISE,73260,BONNEVAL,,,73046,,,,,,,,,,,,,,,,,,,1996-12-31,F,,,,,52.1B,NAF1993,N
076811124,00023,07681112400023,O,2007-01-02,,,,2019-01-14T21:42:07,true,3,,,,,VILLAGE DE L'EGLISE,73260,LA LECHERE,,,73187,,,,,,,,,,,,,,,,,,,2012-08-30,F,,,,,47.76Z,NAFRev2,N
076811181,00015,07681118100015,O,,NN,,,2019-11-14T14:00:56,true,1,,51,,,GRANDE RUE,73140,SAINT-MICHEL-DE-MAURIENNE,,,73261,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,62.42,NAP,N
076811215,00011,07681121500011,O,,,,,,true,1,,,,LD,LA PLAINE,73400,MARTHOD,,,73153,,,,,,,,,,,,,,,,,,,1987-12-22,F,,,,,55.73,NAP,N
076811264,00019,07681126400019,O,1967-01-01,NN,,,2019-11-14T14:00:56,true,4,,,,,LE MOLLARD,73300,ALBIEZ-MONTROND,,,73013,,,,,,,,,,,,,,,,,,,2003-03-31,F,,,,,20.1A,NAFRev1,N
076811272,00012,07681127200012,O,,NN,,,2019-11-14T14:00:56,true,1,,425,,RUE,DE LA BOURGEAT,73700,BOURG-SAINT-MAURICE,,,73054,,,,,,,,,,,,,,,,,,,1995-04-30,F,,,,,70.2C,NAF1993,N
076811314,00012,07681131400012,O,,,,,,true,1,,19,,RUE,CLAUDE GENOUX,73200,ALBERTVILLE,,,73011,,,,,,,,,,,,,,,,,,,1988-08-30,F,,,,,64.24,NAP,N
076811330,00018,07681133000018,O,,,,,,true,1,,,,,,73460,MONTAILLEUR,,,73162,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.05,NAP,N
076811371,00012,07681137100012,O,,NN,,,2019-11-14T14:00:56,true,1,,3,,PL,CX BLANCHE,73140,SAINT-MICHEL-DE-MAURIENNE,,,73261,,,,,,,,,,,,,,,,,,,1987-01-01,F,,,,,38.40,NAP,N
076811389,00022,07681138900022,O,,,,,,true,1,,213,,RUE,DU PAIN DE MAI,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,1988-08-01,F,,,,,55.1A,NAF1993,N
076811397,00017,07681139700017,O,1964-01-01,NN,,,2019-11-14T14:00:56,true,3,,2,,RUE,GENERAL FERRIE,73140,SAINT-MICHEL-DE-MAURIENNE,,,73261,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
076811397,00033,07681139700033,O,1900-01-01,NN,,,2019-11-14T14:00:56,false,4,IMMEUBLE,,,,LA VANOISE,73140,SAINT-MICHEL-DE-MAURIENNE,,,73261,,,,,,,,,,,,,,,,,,,1996-02-01,F,,,,,70.2C,NAF1993,N
076811413,00012,07681141300012,O,,,,,,true,1,,,,AV,JEAN JAURES,73500,MODANE,,,73157,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.40,NAP,N
076811439,00017,07681143900017,O,,,,,,true,1,,,,LD,LA BELLE ETOILE,73150,VAL D'ISERE,,,73304,,,,,,,,,,,,,,,,,,,1986-12-25,F,,,,,67.01,NAP,N
076811454,00016,07681145400016,O,,,,,,true,1,,,,RUE,GRENETTE,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.41,NAP,N
076811462,00019,07681146200019,O,1968-01-01,NN,,,,true,1,,,,LD,COL SAISIES,73620,HAUTELUCE,,,73132,,,,,,,,,,,,,,,,,,,2000-11-30,F,,,,,70.2C,NAF1993,N
076811496,00017,07681149600017,O,,,,,2019-11-14T14:00:56,true,1,,,,LD,GRIVOLLEY,73660,SAINT-REMY-DE-MAURIENNE,,,73278,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.25,NAP,N
076811553,00015,07681155300015,O,,NN,,,,true,1,,,,,,73200,GRIGNON,,,73130,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N
076811611,00011,07681161100011,O,1968-01-01,NN,,,,true,1,,13,,RUE,DE LA REPUBLIQUE,73500,MODANE,,,73157,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,52.3E,NAF1993,N
076811686,00013,07681168600013,O,1968-01-01,NN,,,2010-04-18T03:05:49,true,5,,8,,AV,JEAN JAURES,73500,MODANE,,,73157,,,,,,,,,,,,,,,,,,,2008-05-31,F,,,,,47.73Z,NAFRev2,O
076811694,00017,07681169400017,O,,NN,,,,true,1,,21,,RUE,JULES FERRY,73500,MODANE,,,73157,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N
076811744,00010,07681174400010,O,,,,,,true,1,,,,,RESIDENCE BON ACCUEIL,73450,VALLOIRE,,,73306,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.09,NAP,N
076811785,00013,07681178500013,O,1968-01-01,NN,,,2019-11-14T14:00:56,true,3,,,,,,73300,ALBIEZ-LE-JEUNE,,,73012,,,,,,,,,,,,,,,,,,,2005-10-31,F,,,,,70.2C,NAFRev1,N
076811801,00018,07681180100018,O,,,,,,true,1,,,,LD,LE LAC,73320,TIGNES,,,73296,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
076811876,00010,07681187600010,O,,,,,,true,1,,,,,,73550,LES ALLUES,,,73015,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.07,NAP,N
076811918,00036,07681191800036,O,,NN,,,,true,1,,145,,CHE,DE FANOU,74120,MEGEVE,,,74173,,,,,,,,,,,,,,,,,,,1995-07-14,F,,,,,70.1F,NAF1993,N
076811942,00010,07681194200010,O,,,,,,true,1,,,,SQ,DE LA LIBERTE,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.08,NAP,N
076811959,00014,07681195900014,O,,,,,,true,1,,15,,FG,DE LA MADELEINE,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,,F,,,,,64.12,NAP,N
076811967,00017,07681196700017,O,,,,,,true,1,,,,,,73270,BEAUFORT,,,73034,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,70.2C,NAF1993,N
076811975,00010,07681197500010,O,,,,,,true,1,,,,,GRANDE RUE,73130,LA CHAMBRE,,,73067,,,,,,,,,,,,,,,,,,,1990-03-28,F,,,,,55.72,NAP,N
076811991,00017,07681199100017,O,1968-01-01,NN,,,2016-04-26T01:07:56,true,5,,25,,AV,VICTOR HUGO,73200,ALBERTVILLE,,,73011,,,,,,,,,,,,,,,,,,,2014-10-09,F,,,,,45.20A,NAFRev2,O
076812007,00011,07681200700011,O,,NN,,,,true,1,,15,,RUE,GRANDE RUE,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,1986-10-01,F,,,,,81.21,NAP,N
076812023,00018,07681202300018,O,1964-01-01,NN,,,2020-06-26T15:20:40,true,4,,,,,COURCHEVEL 1850,73120,COURCHEVEL,,,73227,,,,,,,,,,,,,,,,,,,2010-12-25,F,,,,,68.20B,NAFRev2,N
076812023,00034,07681202300034,O,1985-09-16,,,,,false,3,,53,,AV,DE BOUTINY,06530,PEYMEINADE,,,06095,,,,,,,,,,,,,,,,,,,1992-12-31,F,LA PAUSE FROMAGE,,,,52.2N,NAF1993,N
076812056,00018,07681205600018,O,,NN,,,,true,1,,,,,,73220,SAINT-ALBAN-D'HURTIERES,,,73220,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
076812122,00018,07681212200018,O,1968-01-01,NN,,,2012-07-28T09:55:40,true,5,,2,,AV,PAUL GIROD,73400,UGINE,,,73303,,,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,68.20B,NAFRev2,N
076812148,00013,07681214800013,O,1900-01-01,,,,,true,3,,,,SQ,DE LA LIBERTE,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,1994-12-25,F,,,,,55.4B,NAF1993,N
076812197,00010,07681219700010,O,,,,,2019-11-14T14:00:56,true,1,,,,LD,LES PIEUX,73590,CREST-VOLAND,,,73094,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.12,NAP,N
076812205,00011,07681220500011,O,1968-01-01,NN,,,2008-01-04T18:10:29,true,4,,,,,,73220,EPIERRE,,,73109,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
076812213,00023,07681221300023,O,,NN,,,,true,1,,,,PAS,DU MONT JOVET,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,69.23,NAP,N
076812221,00018,07681222100018,O,,NN,,,,true,1,,71,,RUE,DE LA REPUBLIQUE,73200,ALBERTVILLE,,,73011,,,,,,,,,,,,,,,,,,,,F,,,,,66.01,NAP,N
076812239,00028,07681223900028,O,1971-01-01,NN,,,2019-11-14T14:00:56,true,3,,4,,AV,DU STADE,73700,BOURG-SAINT-MAURICE,,,73054,,,,,,,,,,,,,,,,,,,1998-12-25,F,,,,,70.2C,NAF1993,N
076812247,00021,07681224700021,O,,,,,,true,1,,,,,VILLARNARD,73120,LA PERRIERE,,,73198,,,,,,,,,,,,,,,,,,,1997-12-31,F,,,,,60.2E,NAF1993,N
076812254,00027,07681225400027,O,,NN,,,,true,1,,,,,CLOS GAILLARD LES BEAUGES,73230,BARBY,,,73030,,,,,,,,,,,,,,,,,,,1992-03-31,F,,,,,52.6E,NAF1993,N
076812262,00020,07681226200020,O,,,,,,true,1,,,,LD,PICOLARD,73700,LES CHAPELLES,,,73077,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.73,NAP,N
076812270,00015,07681227000015,O,1963-01-01,NN,,,2013-05-24T04:03:58,true,3,,,,LD,CHEF LIEU,73200,MERCURY,,,73154,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
076812296,00010,07681229600010,O,,NN,,,,true,1,,2,,CRS,DE L HOTEL DE VILLE,73200,ALBERTVILLE,,,73011,,,,,,,,,,,,,,,,,,,1987-12-03,F,,,,,55.4B,NAF1993,O
076812312,00049,07681231200049,O,,,,,2019-11-14T14:01:05,true,1,,93,B,AV,GEORGES CLEMENCEAU,94170,LE PERREUX-SUR-MARNE,,,94058,,,,,,,,,,,,,,,,,,,1991-01-31,F,,,,,87.03,NAP,N
076812320,00018,07681232000018,O,,,,,,true,1,,,,,,73460,CLERY,,,73086,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N
076812379,00014,07681237900014,O,,,,,,true,1,,,,LD,GUBIGNY,73540,LA BATHIE,,,73032,,,,,,,,,,,,,,,,,,,1986-12-25,F,,,,,64.11,NAP,N
076812387,00025,07681238700025,O,1988-12-14,NN,,,,true,3,,,,,ESF DE VALLOIRE,73450,VALLOIRE,,,73306,,,,,,,,,,,,,,,,,,,2003-05-15,F,,,,,92.6C,NAFRev1,N
076812403,00020,07681240300020,O,1983-12-23,NN,,,,true,1,,,,LD,LE VAL CLARET,73320,TIGNES,,,73296,,,,,,,,,,,,,,,,,,,2000-04-20,F,,,,,70.2C,NAF1993,N
076812411,00031,07681241100031,O,1982-06-26,,,,2019-11-14T14:00:56,true,1,,,,AV,ANTOINE BORREL,73700,BOURG-SAINT-MAURICE,,,73054,,,,,,,,,,,,,,,,,,,1999-12-01,F,,,,,70.2C,NAF1993,N
076812429,00017,07681242900017,O,,NN,,,2019-11-14T14:00:56,true,1,,2,,RUE,DE LA REPUBLIQUE,73300,SAINT-JEAN-DE-MAURIENNE,,,73248,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
076812445,00013,07681244500013,O,1968-01-01,NN,,,,true,1,,,,,GRANDE RUE,73210,AIME-LA-PLAGNE,,,73006,,,,,,,,,,,,,,,,,,,1986-06-12,F,,,,,70.2C,NAF1993,N
076812460,00012,07681246000012,O,,,,,2019-11-14T14:00:56,true,1,,,,LD,LA TOUSSUIRE,73300,FONTCOUVERTE-LA-TOUSSUIRE,,,73116,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,,,N
076812478,00014,07681247800014,O,,,,,2019-01-14T13:50:05,true,1,,,,,,73260,GRAND-AIGUEBLANCHE,,,73003,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,56.02,NAP,N
076812486,00017,07681248600017,O,,,,,,true,1,,,,LD,LE PONT,73460,FRONTENEX,,,73121,,,,,,,,,,,,,,,,,,,1991-06-11,F,,,,,67.08,NAP,N
076812494,00011,07681249400011,O,,,,,2019-11-14T14:00:56,true,1,,,,,,73130,SAINT-AVRE,,,73224,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
076812502,00011,07681250200011,O,1968-01-01,NN,,,2008-11-07T00:16:22,true,4,,383,,FG,DE LA MADELEINE,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,2005-06-30,F,,,,,50.2Z,NAFRev1,O
076812528,00016,07681252800016,O,1968-01-01,NN,,,2019-11-14T14:00:56,true,3,,,,,LE MOLLARD,73300,ALBIEZ-MONTROND,,,73013,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,56.10A,NAFRev2,N
076812528,00024,07681252800024,O,1995-12-20,NN,,,2019-11-14T14:00:56,false,4,,,,,LE MOLLARD,73300,ALBIEZ-MONTROND,,,73013,,,,,,,,,,,,,,,,,,,2011-01-04,A,CREPERIE BUVETTE LE RAVARIN,,,,56.10C,NAFRev2,O
076812593,00010,07681259300010,O,1967-01-01,NN,,,,true,1,,219,,AV,DU PONT DE RHONNE,73200,ALBERTVILLE,,,73011,,,,,,,,,,,,,,,,,,,1999-02-02,F,,,,,70.2C,NAF1993,N
076812601,00029,07681260100029,O,1995-01-16,NN,,,2019-11-14T14:00:56,true,1,,,,,NOTRE DAME DE BRIANCON,73210,PEISEY-NANCROIX,,,73197,,,,,,,,,,,,,,,,,,,1995-01-16,F,,,,,70.2A,NAF1993,N
076812627,00016,07681262700016,O,,NN,,,,true,1,,,,LD,LE CORBIER,73300,VILLAREMBERT,,,73318,,,,,,,,,,,,,,,,,,,1987-12-25,F,,,,,64.21,NAP,N
076812635,00019,07681263500019,O,,,,,,true,1,,,,,,73480,VAL-CENIS,,,73290,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,67.08,NAP,N
076812684,00017,07681268400017,O,,,,,,true,1,,,,,,73210,LA COTE D'AIME,,,73093,,,,,,,,,,,,,,,,,,,,F,,,,,62.46,NAP,N
076812692,00010,07681269200010,O,,,,,,true,1,,,,RUE,DE LA REPUBLIQUE,73500,MODANE,,,73157,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
076812718,00013,07681271800013,O,,,,,,true,1,,,,CRS,DE L HOTEL DE VILLE,73200,ALBERTVILLE,,,73011,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
076812767,00010,07681276700010,O,,,,,2019-11-14T14:00:56,true,1,,,,PL,MARCEL GAIMARD,73700,BOURG-SAINT-MAURICE,,,73054,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N
076812775,00013,07681277500013,O,1968-01-01,,,,2019-11-14T14:00:56,true,4,,3,,PL,MARCEL GAIMARD,73700,BOURG-SAINT-MAURICE,,,73054,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.20B,NAFRev2,N
076812817,00013,07681281700013,O,,NN,,,,true,1,,,,,IMM L EAU VIVE,73150,VAL D'ISERE,,,73304,,,,,,,,,,,,,,,,,,,,F,,,,,87.01,NAP,N
076812825,00016,07681282500016,O,,,,,,true,1,,,,,,73130,LA CHAMBRE,,,73067,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.42,NAP,N
076812833,00010,07681283300010,O,,NN,,,2019-11-14T14:00:56,true,1,,,,RTE,DE VULMIX,73700,BOURG-SAINT-MAURICE,,,73054,,,,,,,,,,,,,,,,,,,,F,,,,,69.12,NAP,N
076812841,00013,07681284100013,O,1968-01-01,NN,,,,true,1,,,,RTE,DU BOURGET,73500,MODANE,,,73157,,,,,,,,,,,,,,,,,,,2000-12-31,F,,,,,52.4X,NAF1993,O
076812890,00010,07681289000010,O,,NN,,,,true,1,,80,,RUE,DE LA REPUBLIQUE,73200,ALBERTVILLE,,,73011,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
076812908,00010,07681290800010,O,,,,,,true,1,,,,AV,DES BELLEVILLES,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,1980-07-01,F,,,,,55.71,NAP,N
076812924,00017,07681292400017,O,,,,,2019-11-14T14:00:56,true,1,,,,RUE,DU STADE,73700,BOURG-SAINT-MAURICE,,,73054,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
076812965,00010,07681296500010,O,,NN,,,,true,1,,,,,LE LAC,73320,TIGNES,,,73296,,,,,,,,,,,,,,,,,,,1996-03-19,F,,,,,70.2C,NAF1993,N
076812981,00033,07681298100033,O,,NN,,,,true,1,,398,,AV,DE LA LIBERATION,73600,MOUTIERS,,,73181,,,,,,,,,,,,,,,,,,,1983-12-31,F,,,,,70.2C,NAF1993,N
076812999,00019,07681299900019,O,,,,,,true,1,,,,,RD LES LAUZES,73440,LES BELLEVILLE,,,73257,,,,,,,,,,,,,,,,,,,1989-11-21,F,,,,,67.01,NAP,N
076813005,00014,07681300500014,O,1968-01-01,NN,,,,true,1,,,,,LE CERNIX,73590,COHENNOZ,,,73088,,,,,,,,,,,,,,,,,,,1999-04-15,F,,,,,70.2C,NAF1993,N
076813021,00011,07681302100011,O,,,,,,true,1,,,,,,73150,VAL D'ISERE,,,73304,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
076813047,00016,07681304700016,O,,,,,2019-11-14T14:00:56,true,1,,,,LD,RASSEL,73640,SAINTE-FOY-TARENTAISE,,,73232,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.03,NAP,N
076813096,00013,07681309600013,O,,,,,2020-06-26T15:20:40,true,1,,,,LD,COURCHEVEL,73120,COURCHEVEL,,,73227,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,81.11,NAP,N
076813120,00011,07681312000011,O,,,,,2019-01-14T14:01:32,true,1,,,,,GRANDE RUE,73220,AIGUEBELLE,,,73002,,,,,,,,,,,,,,,,,,,1997-09-30,F,,,,,52.4C,NAF1993,N
076813146,00016,07681314600016,O,1968-01-01,NN,,,,true,3,IMM ROCHEVERT,,,,SKI ECOLE INTERNATIONALE,73450,VALLOIRE,,,73306,,,,,,,,,,,,,,,,,,,2003-12-31,F,,,,,92.6C,NAFRev1,N
076813146,00024,07681314600024,O,1995-01-01,,,,,false,4,,,,,LA CORDEE,73450,VALLOIRE,,,73306,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,92.6C,NAF1993,N
076813153,00012,07681315300012,O,,,,,,true,1,,,,RUE,PRINCIPALE,73150,VAL D'ISERE,,,73304,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.06,NAP,N
076813161,00015,07681316100015,O,,,,,,true,1,,,,LD,LA VILLE,73530,SAINT SORLIN D'ARVES,,,73280,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.06,NAP,N
076813187,00010,07681318700010,O,,,,,,true,1,,,,LD,HAUTS LIEUX,73320,TIGNES,,,73296,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,79.06,NAP,N
076813211,00026,07681321100026,O,1981-10-26,NN,,,2019-11-14T14:00:56,false,4,,38,,RUE,DE RAMASSOT,73300,SAINT-JEAN-DE-MAURIENNE,,,73248,,,,,,,,,,,,,,,,,,,1998-09-30,F,,,,,70.3A,NAF1993,O
076813211,00034,07681321100034,O,2016-10-01,,,,2021-02-23T10:28:06,true,1,,54,,AV,HENRI FALCOZ,73300,SAINT-JEAN-DE-MAURIENNE,,,73248,,,,,,,,,,,,,,,,,,,2016-10-01,A,,,,,47.99A,NAFRev2,N
076820018,00018,07682001800018,O,,,,,2019-11-14T14:00:56,true,1,,336,,RUE,DU PARQUET,73300,SAINT-JEAN-DE-MAURIENNE,,,73248,,,,,,,,,,,,,,,,,,,,F,,,,,57.08,NAP,N
076820026,00037,07682002600037,O,1900-01-01,,,,2019-11-14T14:00:56,false,6,,,,LD,CENTRALE DE LA PERRIERE,73460,SAINTE-HELENE-SUR-ISERE,,,73241,,,,,,,,,,,,,,,,,,,2012-10-01,A,,,,,68.20B,NAFRev2,N
076820026,00045,07682002600045,O,2013-07-01,00,2019,,2021-10-27T08:03:23,false,2,CHEZ RIGON KARINE VILLA LES LAVANDES,4,,,CHEMIN DE L ETRAT,73100,PUGNY-CHATENOD,,,73208,,,,,,,,,,,,,,,,,,,2019-06-13,F,,,,,70.10Z,NAFRev2,O
